name,start,end,rom_offset,word_count,sha256
copy_mario_state_to_object,8029c000,8029c24c,00057000,147,1b6bc8cbc44ecee6df9bbca1dfd63c5a8607591f750e6a71527b016d0f080e1d
bhv_mario_update,8029c2d8,8029c3b4,000572d8,55,259fca83d0157fa13d422a89523fee458cdc2a5b575f909970f171223a4d9fc4
apply_mario_platform_displacement,802c83f0,802c8458,000833f0,26,f8d35fe38b8986037d5d45a8d97548682435d921bafcc60d5a6e496b933e1d78
